지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),현상번호(국내식),지면온도(°C)
133,대전,2018-01-05 09:00,-2.9,,.8,64,.3,,-.8
133,대전,2018-01-05 10:00,-1.6,,.7,57,.8,,-.1
133,대전,2018-01-05 11:00,-.3,,1.1,48,1,,.9
133,대전,2018-01-05 12:00,1.4,,1.2,44,1,,2.3
133,대전,2018-01-05 13:00,2.8,,1.4,45,1,,4.9
133,대전,2018-01-05 14:00,3.7,,2.2,42,1,,5.1
133,대전,2018-01-05 15:00,3.8,,2.1,45,1,,4.1
133,대전,2018-01-05 16:00,3.5,,2.3,46,1,,2
133,대전,2018-01-05 17:00,2.2,,2.1,51,.7,,-.2
133,대전,2018-01-05 18:00,.9,,2.3,57,0,,-.3
133,대전,2018-01-05 19:00,-.1,,1.4,61,,,-.4
133,대전,2018-01-05 20:00,-1.2,,1.1,66,,,-.6
133,대전,2018-01-05 21:00,-1.8,,1,69,,,-.8
133,대전,2018-01-05 22:00,-1.7,,1.5,72,,,-.8
133,대전,2018-01-05 23:00,-1.8,,.9,73,,,-1.2
133,대전,2018-01-06 00:00,-2.2,,.9,74,,,-1.4
133,대전,2018-01-06 01:00,-2.3,,1.3,77,,,-1.2
133,대전,2018-01-06 02:00,-1.9,,1.3,75,,,-1.7
133,대전,2018-01-06 03:00,-2.7,,1.1,78,,,-2.1
133,대전,2018-01-06 04:00,-3.5,,1.3,82,,,-2.5
133,대전,2018-01-06 05:00,-3.6,,1.3,81,,,-2.8
133,대전,2018-01-06 06:00,-4.2,,.3,80,,,-3.2
133,대전,2018-01-06 07:00,-4.4,,1.2,83,,,-3.5
133,대전,2018-01-06 08:00,-4.9,,.7,84,0,,-3.7
133,대전,2018-01-06 09:00,-4.1,,.5,83,.9,,-2.4
133,대전,2018-01-06 10:00,-1.2,,.9,75,1,,0
133,대전,2018-01-06 11:00,1,,.8,59,1,,1.2
133,대전,2018-01-06 12:00,2.4,,1.3,53,1,,2.8
133,대전,2018-01-06 13:00,3.5,,1.7,46,1,,4.4
133,대전,2018-01-06 14:00,4.4,,1.7,44,1,,5.5
133,대전,2018-01-06 15:00,5.3,,1.8,42,1,,5.5
133,대전,2018-01-06 16:00,4.7,,1.9,43,1,,3.3
133,대전,2018-01-06 17:00,3.3,,.8,46,.8,,-.2
133,대전,2018-01-06 18:00,1.6,,1.1,47,0,,-.3
133,대전,2018-01-06 19:00,.4,,.6,52,,,-.4
133,대전,2018-01-06 20:00,-.4,,.4,55,,,-.6
133,대전,2018-01-06 21:00,-1.2,,1.2,61,,,-.8
133,대전,2018-01-06 22:00,-1.9,,.6,64,,,-1
133,대전,2018-01-06 23:00,-2.6,,.7,66,,,-1.2
133,대전,2018-01-07 00:00,-3.1,,.9,69,,,-1.5
133,대전,2018-01-07 01:00,-3.3,,.8,71,,,-1.8
133,대전,2018-01-07 02:00,-4.2,,.8,75,,,-2.3
133,대전,2018-01-07 03:00,-4.6,,1.1,78,,,-2.6
133,대전,2018-01-07 04:00,-5.2,,.4,80,,,-3
133,대전,2018-01-07 05:00,-5.8,,.5,82,,19,-3.4
133,대전,2018-01-07 06:00,-6.1,,.3,85,,19,-3.8
133,대전,2018-01-07 07:00,-6.4,,1.1,86,,19,-4
133,대전,2018-01-07 08:00,-6.6,,1.2,89,0,19,-4.3
133,대전,2018-01-07 09:00,-5.5,,.7,89,.5,19,-2.8
133,대전,2018-01-07 10:00,-3.8,,1,83,0,19,-.9
133,대전,2018-01-07 11:00,-2.3,,1.1,77,0,19,-.1
133,대전,2018-01-07 12:00,-1.2,,.6,69,0,4019,.2
133,대전,2018-01-07 13:00,-.3,,.4,64,0,40,0
133,대전,2018-01-07 14:00,.9,,.5,60,0,40,.6
133,대전,2018-01-07 15:00,2,,.6,56,0,,.5
133,대전,2018-01-07 16:00,2.2,,1.1,56,0,,0
133,대전,2018-01-07 17:00,2,,1,57,0,40,-.2
133,대전,2018-01-07 18:00,1.7,,1,58,0,40,-.2
133,대전,2018-01-07 19:00,1.6,,.9,59,,40,-.2
133,대전,2018-01-07 20:00,1.5,,1.1,59,,40,-.2
133,대전,2018-01-07 21:00,1.4,,.5,61,,40,-.2
133,대전,2018-01-07 22:00,1.5,,.4,60,,40,-.2
133,대전,2018-01-07 23:00,1.4,,.2,64,,40,-.2
133,대전,2018-01-08 00:00,1.4,,.8,63,,40,-.2
133,대전,2018-01-08 01:00,1.4,,.7,63,,06,-.2
133,대전,2018-01-08 02:00,1.6,,.2,62,,06,-.2
133,대전,2018-01-08 03:00,1.6,0,.1,62,,40,-.2
133,대전,2018-01-08 04:00,1.6,,.9,66,,4006,-.2
133,대전,2018-01-08 05:00,1.6,,.9,68,,4006,-.2
133,대전,2018-01-08 06:00,1.4,0,.8,67,,40,-.2
133,대전,2018-01-08 07:00,1.6,,.4,65,,4005,-.2
133,대전,2018-01-08 08:00,.8,,.3,79,0,4005,-.2
133,대전,2018-01-08 09:00,.3,.9,.2,90,0,401905,-.2
133,대전,2018-01-08 10:00,.5,,.1,93,0,1905,-.2
133,대전,2018-01-08 11:00,1.1,,.2,90,0,1905,-.2
133,대전,2018-01-08 12:00,1.9,1.3,.7,87,0,1905,-.2
133,대전,2018-01-08 13:00,1.9,,.9,88,0,1905,-.2
133,대전,2018-01-08 14:00,2.2,,1.3,90,0,1905,-.2
133,대전,2018-01-08 15:00,2.5,0,.8,90,0,19,-.2
133,대전,2018-01-08 16:00,2.6,,2.4,88,0,19,-.1
133,대전,2018-01-08 17:00,2.3,,1.2,86,0,19,-.1
133,대전,2018-01-08 18:00,2.1,,1.5,87,0,19,-.2
133,대전,2018-01-08 19:00,2,,2,87,,1906,-.2
133,대전,2018-01-08 20:00,1.6,,1.4,91,,1906,-.2
133,대전,2018-01-08 21:00,2,.1,1.8,90,,1906,-.2
133,대전,2018-01-08 22:00,1.9,,2.2,79,,1906,-.3
133,대전,2018-01-08 23:00,1.3,,2.4,81,,1905,-.2
133,대전,2018-01-09 00:00,-.1,1.3,3.8,91,,1905,-.2
133,대전,2018-01-09 01:00,-.6,,3.1,91,,1905,-.2
133,대전,2018-01-09 02:00,-1,,4.1,83,,1905,-.2
133,대전,2018-01-09 03:00,-1.3,.4,2.5,80,,1905,-.2
133,대전,2018-01-09 04:00,-1.8,,2.3,90,,1905,-.2
133,대전,2018-01-09 05:00,-2,,2.8,85,,1905,-.2
133,대전,2018-01-09 06:00,-2.4,.8,3.5,88,,1905,-.2
133,대전,2018-01-09 07:00,-3.4,,3.2,80,,1905,-.2
133,대전,2018-01-09 08:00,-3.5,,2.5,80,0,19,-.2
133,대전,2018-01-09 09:00,-2.7,0,1.7,75,.5,19,-.2
133,대전,2018-01-09 10:00,-1.7,,3,68,.9,,-.2
133,대전,2018-01-09 11:00,-.7,,2.8,65,.9,,-.2
133,대전,2018-01-09 12:00,-.8,0,1.3,74,0,05,-.2
133,대전,2018-01-09 13:00,-1.3,,2.3,82,.1,1905,-.2
133,대전,2018-01-09 14:00,-.8,,1.2,82,.4,1905,-.2
133,대전,2018-01-09 15:00,.5,.3,2.3,64,.7,1905,-.2
133,대전,2018-01-09 16:00,0,,2.4,76,.6,05,-.2
133,대전,2018-01-09 17:00,-.5,,2.2,71,0,05,-.2
133,대전,2018-01-09 18:00,-1.2,0,1.2,74,0,05,-.2
133,대전,2018-01-09 19:00,-2,,1,76,,,-.2
133,대전,2018-01-09 20:00,-2.2,,1,84,,,-.2
133,대전,2018-01-09 21:00,-2.2,,1.3,87,,,-.2
133,대전,2018-01-09 22:00,-2.1,,2.4,90,,05,-.8
133,대전,2018-01-09 23:00,-2.2,,1.2,94,,05,-.9
133,대전,2018-01-10 00:00,-1.7,1,.4,95,,05,-.6
133,대전,2018-01-10 01:00,-1.2,,1.7,91,,05,-.5
133,대전,2018-01-10 02:00,-1.5,,.6,94,,05,-.5
133,대전,2018-01-10 03:00,-1.9,2,1.2,93,,05,-.4
133,대전,2018-01-10 04:00,-3.5,,2.2,86,,05,-.5
133,대전,2018-01-10 05:00,-4.5,,.3,88,,,-.8
133,대전,2018-01-10 06:00,-4.3,.3,1.7,88,,19,-.6
133,대전,2018-01-10 07:00,-5.7,,.9,84,,19,-.9
133,대전,2018-01-10 08:00,-7,,1,85,0,,-1.1
133,대전,2018-01-10 09:00,-5.9,,.7,76,.2,,-.8
133,대전,2018-01-10 10:00,-4.4,,.5,60,.7,,-.7
133,대전,2018-01-10 11:00,-3.3,,1.6,53,1,,-.3
133,대전,2018-01-10 12:00,-2.2,,1.4,54,.9,,-.2
133,대전,2018-01-10 13:00,-2.7,,1.3,61,.7,05,-.2
133,대전,2018-01-10 14:00,-3.3,,1.4,73,0,1905,-.2
133,대전,2018-01-10 15:00,-3.6,0,1.3,75,0,1905,-.2
133,대전,2018-01-10 16:00,-4.4,,2.4,81,0,1905,-.4
133,대전,2018-01-10 17:00,-5,,3.7,81,0,1905,-.5
133,대전,2018-01-10 18:00,-5.6,.3,2.2,79,0,1905,-.5
133,대전,2018-01-10 19:00,-6.3,,2.1,74,,1905,-.7
133,대전,2018-01-10 20:00,-7.1,,1.7,76,,,-.8
133,대전,2018-01-10 21:00,-8.2,0,.6,81,,,-1
133,대전,2018-01-10 22:00,-8.3,,.9,84,,05,-.9
133,대전,2018-01-10 23:00,-8.8,,1,85,,05,-4
133,대전,2018-01-11 00:00,-8.9,0,.4,83,,1905,-3.5
133,대전,2018-01-11 01:00,-9.8,,.7,83,,1905,-4.1
133,대전,2018-01-11 02:00,-10.5,,.7,82,,,-4.9
133,대전,2018-01-11 03:00,-11.4,0,1.2,85,,,-5.3
133,대전,2018-01-11 04:00,-11.4,,.9,83,,,-5.8
133,대전,2018-01-11 05:00,-11.7,,1,85,,19,-5.5
133,대전,2018-01-11 06:00,-11.9,,.8,88,,19,-5.7
133,대전,2018-01-11 07:00,-12,,1.1,89,,19,-6.3
133,대전,2018-01-11 08:00,-12.2,,.6,90,0,,-6.6
133,대전,2018-01-11 09:00,-10.6,,.5,88,.9,,-5.8
133,대전,2018-01-11 10:00,-8.3,,1.8,78,1,,-.7
133,대전,2018-01-11 11:00,-7.4,,1.6,69,1,,2.7
133,대전,2018-01-11 12:00,-6.8,,3,64,.9,,-.1
133,대전,2018-01-11 13:00,-5.6,,2.4,65,.9,05,4.4
133,대전,2018-01-11 14:00,-5.7,,3.9,58,.5,05,-.9
133,대전,2018-01-11 15:00,-6.1,0,3.7,68,.2,05,-1.4
133,대전,2018-01-11 16:00,-6,,3.1,61,.6,05,-2.5
133,대전,2018-01-11 17:00,-6.9,,2.3,63,.5,,-5.2
133,대전,2018-01-11 18:00,-8,0,2.3,64,0,,-6.6
133,대전,2018-01-11 19:00,-8.9,,.9,66,,,-6.6
133,대전,2018-01-11 20:00,-8.8,,1.3,68,,,-5.9
133,대전,2018-01-11 21:00,-9.3,,1.9,71,,,-6.9
133,대전,2018-01-11 22:00,-9.4,,1.7,72,,,-6.8
133,대전,2018-01-11 23:00,-9.8,,1,73,,,-6.6
133,대전,2018-01-12 00:00,-10.1,,.7,75,,,-6.7
133,대전,2018-01-12 01:00,-10.6,,1.8,82,,1905,-7.2
133,대전,2018-01-12 02:00,-11.4,,1.7,81,,1905,-7.2
133,대전,2018-01-12 03:00,-11.9,0,1.5,82,,1905,-7.3
133,대전,2018-01-12 04:00,-11.9,,1.1,80,,1905,-6.4
133,대전,2018-01-12 05:00,-12.3,,.9,78,,1905,-6.4
133,대전,2018-01-12 06:00,-12.2,0,.6,75,,19,-6.5
133,대전,2018-01-12 07:00,-13.2,,1.3,75,,,-8.5
133,대전,2018-01-12 08:00,-13.4,,1,76,0,,-8.6
133,대전,2018-01-12 09:00,-12,,.7,70,.9,,-7.6
133,대전,2018-01-12 10:00,-9.7,,.5,63,1,,-1.9
133,대전,2018-01-12 11:00,-8.1,,.8,59,1,,1.5
133,대전,2018-01-12 12:00,-7.2,,1.7,51,1,,5.4
133,대전,2018-01-12 13:00,-6,,2.3,48,1,,5
133,대전,2018-01-12 14:00,-5.3,,3.3,49,1,,3.9
133,대전,2018-01-12 15:00,-4.7,,2.6,47,1,,2.9
133,대전,2018-01-12 16:00,-4.5,,2.5,46,1,,.7
133,대전,2018-01-12 17:00,-5.4,,1.8,46,.8,,-2.3
133,대전,2018-01-12 18:00,-6.3,,1.1,48,0,,-4.5
133,대전,2018-01-12 19:00,-6.7,,.8,53,,,-5.7
133,대전,2018-01-12 20:00,-7,,1.4,56,,,-5.3
133,대전,2018-01-12 21:00,-6.7,,1.1,61,,,-4.4
133,대전,2018-01-12 22:00,-6.3,,.9,60,,05,-4.1
133,대전,2018-01-12 23:00,-6.3,,.1,60,,05,-3.8
133,대전,2018-01-13 00:00,-6.2,0,1,58,,,-4.1
133,대전,2018-01-13 01:00,-6.2,,.6,65,,,-3.7
133,대전,2018-01-13 02:00,-6.3,,.2,69,,05,-3.7
133,대전,2018-01-13 03:00,-6.2,0,.2,70,,05,-3.6
133,대전,2018-01-13 04:00,-6.2,,.2,78,,1905,-3.6
133,대전,2018-01-13 05:00,-6.4,,.4,85,,1905,-3.1
133,대전,2018-01-13 06:00,-6.2,.1,.4,86,,1905,-2.7
133,대전,2018-01-13 07:00,-6.2,,.2,87,,1905,-2.6
133,대전,2018-01-13 08:00,-6.1,,.3,87,0,1905,-2.6
133,대전,2018-01-13 09:00,-5.4,0,.4,86,0,1905,-1.7
133,대전,2018-01-13 10:00,-3.8,,.2,81,.5,05,-.2
133,대전,2018-01-13 11:00,-1.7,,1.2,76,1,,2.2
133,대전,2018-01-13 12:00,.4,0,.4,69,1,,6.9
133,대전,2018-01-13 13:00,2.2,,.7,62,1,,7.4
133,대전,2018-01-13 14:00,3.5,,.9,58,1,,6.4
133,대전,2018-01-13 15:00,4,,.9,56,.9,,5.9
133,대전,2018-01-13 16:00,4.2,,1.7,55,1,,3.1
133,대전,2018-01-13 17:00,3,,1.6,57,.8,,-.2
133,대전,2018-01-13 18:00,1.1,,1.2,67,0,40,-.6
133,대전,2018-01-13 19:00,.2,,.9,77,,4019,-.9
133,대전,2018-01-13 20:00,-.8,,1.1,80,,19,-1.1
133,대전,2018-01-13 21:00,-1.7,,.4,83,,19,-1.4
133,대전,2018-01-13 22:00,-2.2,,1,86,,19,-1.7
133,대전,2018-01-13 23:00,-3,,.4,89,,19,-2
133,대전,2018-01-14 00:00,-3.7,,1.1,90,,19,-2.5
133,대전,2018-01-14 01:00,-4.1,,.4,92,,19,-2.9
133,대전,2018-01-14 02:00,-4.6,,0,92,,19,-3.4
133,대전,2018-01-14 03:00,-5.1,,1.1,93,,19,-3.9
133,대전,2018-01-14 04:00,-5.7,,.8,94,,19,-4.4
133,대전,2018-01-14 05:00,-6.2,,.3,94,,19,-4.9
133,대전,2018-01-14 06:00,-6.5,,.5,94,,19,-5.2
133,대전,2018-01-14 07:00,-7.3,,1,95,,19,-5.5
133,대전,2018-01-14 08:00,-7.2,,.2,94,0,19,-5.4
133,대전,2018-01-14 09:00,-6.2,,.4,93,.8,19,-3
133,대전,2018-01-14 10:00,-2.9,,.1,89,1,19,3.2
133,대전,2018-01-14 11:00,.2,,.7,76,1,19,6.6
133,대전,2018-01-14 12:00,1.6,,1.1,65,1,4019,7.3
133,대전,2018-01-14 13:00,3.6,,1.2,59,1,40,8.8
133,대전,2018-01-14 14:00,5.1,,1,54,.9,40,5.2
133,대전,2018-01-14 15:00,7,,3,57,.8,,6
133,대전,2018-01-14 16:00,6,,1.4,60,0,,2.4
133,대전,2018-01-14 17:00,5.6,,.9,62,.2,,1
133,대전,2018-01-14 18:00,4.1,,.7,67,0,40,-.6
133,대전,2018-01-14 19:00,2.6,,1.3,74,,40,-.2
133,대전,2018-01-14 20:00,1.6,,1,78,,4019,-.4
133,대전,2018-01-14 21:00,1.2,,.4,80,,19,-.3
133,대전,2018-01-14 22:00,1.4,,.3,80,,19,-.2
133,대전,2018-01-14 23:00,1.4,,1.5,82,,19,-.2
133,대전,2018-01-15 00:00,1,,.9,83,,19,-.3
133,대전,2018-01-15 01:00,1,,.3,83,,19,-.2
133,대전,2018-01-15 02:00,1.4,,.4,84,,19,-.1
133,대전,2018-01-15 03:00,1.8,,.5,83,,19,-.1
133,대전,2018-01-15 04:00,1.9,,1.3,83,,19,-.1
133,대전,2018-01-15 05:00,2.4,,.8,85,,19,0
133,대전,2018-01-15 06:00,2.4,,1.3,87,,19,0
133,대전,2018-01-15 07:00,5.1,,1.8,86,,19,.4
133,대전,2018-01-15 08:00,5.2,,1.3,87,0,19,.3
133,대전,2018-01-15 09:00,6.3,,1.9,85,.3,19,3
133,대전,2018-01-15 10:00,7.9,,1.7,79,.8,,8.2
133,대전,2018-01-15 11:00,7.8,,2.5,76,.8,,6.8
133,대전,2018-01-15 12:00,9.6,,1.7,66,1,,12.7
133,대전,2018-01-15 13:00,10.8,,1.3,57,1,,16.2
133,대전,2018-01-15 14:00,10.7,,3.4,54,1,,13.6
133,대전,2018-01-15 15:00,10.1,,1.5,56,1,,10.8
133,대전,2018-01-15 16:00,10.2,,2.7,58,1,,9
133,대전,2018-01-15 17:00,9.3,,1.2,60,.6,40,4.5
133,대전,2018-01-15 18:00,7.1,,1.4,64,0,40,1.7
133,대전,2018-01-15 19:00,5.6,,1,69,,40,.5
133,대전,2018-01-15 20:00,5,,1.2,72,,40,.7
133,대전,2018-01-15 21:00,4.3,,.1,74,,40,0
133,대전,2018-01-15 22:00,3.5,,1,79,,4019,-.1
133,대전,2018-01-15 23:00,2.9,,.7,80,,19,-.7
133,대전,2018-01-16 00:00,2.1,,1.1,85,,19,-.2
133,대전,2018-01-16 01:00,1.6,,0,87,,19,-.4
133,대전,2018-01-16 02:00,.9,,.5,89,,19,-.5
133,대전,2018-01-16 03:00,.5,,.5,91,,19,-.3
133,대전,2018-01-16 04:00,.6,,.7,90,,19,-.3
133,대전,2018-01-16 05:00,.5,,1.1,92,,19,-.4
133,대전,2018-01-16 06:00,.9,,.8,92,,19,-.2
133,대전,2018-01-16 07:00,1.3,,.5,92,,19,-.2
133,대전,2018-01-16 08:00,1.5,,.2,92,0,19,-.2
133,대전,2018-01-16 09:00,1.7,,.3,91,0,19,.5
133,대전,2018-01-16 10:00,2.9,,1.5,90,0,19,1.2
133,대전,2018-01-16 11:00,4.6,,1,83,0,19,7
133,대전,2018-01-16 12:00,5.9,,1.2,76,0,19,9.2
133,대전,2018-01-16 13:00,6.3,,.4,72,0,19,7.2
133,대전,2018-01-16 14:00,6.9,,.6,71,0,19,7.2
133,대전,2018-01-16 15:00,7.4,,1.2,67,0,4019,6.8
133,대전,2018-01-16 16:00,7.1,,1.4,66,0,4001,5.3
133,대전,2018-01-16 17:00,6.2,,2.1,78,0,401901,4.1
133,대전,2018-01-16 18:00,5.2,1.3,1.5,90,0,1901,3.5
133,대전,2018-01-16 19:00,4.4,,2.3,92,,1901,3.1
133,대전,2018-01-16 20:00,4.2,,1.3,92,,1901,2.9
133,대전,2018-01-16 21:00,3.9,1.5,.7,95,,1901,2.6
133,대전,2018-01-16 22:00,3.8,,.7,95,,1901,2.6
133,대전,2018-01-16 23:00,3.7,,.5,97,,1901,2.5
133,대전,2018-01-17 00:00,3.6,.3,1.1,98,,1901,2.5
133,대전,2018-01-17 01:00,3.5,,.3,97,,1901,2.4
133,대전,2018-01-17 02:00,3.5,,1.3,97,,1901,2.5
133,대전,2018-01-17 03:00,3.5,1.6,1.3,98,,191601,2.5
133,대전,2018-01-17 04:00,3.5,,.9,98,,1601,2.5
133,대전,2018-01-17 05:00,3.3,,1.4,98,,1601,2.4
133,대전,2018-01-17 06:00,2.8,6.1,1.1,98,,191601,2.1
133,대전,2018-01-17 07:00,2.5,,1.1,98,,1601,1.9
133,대전,2018-01-17 08:00,2.5,,.4,97,0,1601,2
133,대전,2018-01-17 09:00,2.7,3.3,0,97,0,1601,2.8
133,대전,2018-01-17 10:00,3.5,,.2,97,0,1601,6.4
133,대전,2018-01-17 11:00,3.6,,1,96,0,1916,5.4
133,대전,2018-01-17 12:00,4.3,.2,1.5,95,0,19,7.2
133,대전,2018-01-17 13:00,5.1,,.6,90,0,19,8.9
133,대전,2018-01-17 14:00,5.5,,0,88,0,19,7.9
133,대전,2018-01-17 15:00,5.6,,1.3,91,0,19,7.1
133,대전,2018-01-17 16:00,6,,2.5,89,0,19,8.3
133,대전,2018-01-17 17:00,5.9,,.7,88,0,19,6.5
133,대전,2018-01-17 18:00,5.7,,.6,90,0,19,5.4
133,대전,2018-01-17 19:00,5.4,,.3,90,,19,4.1
